objectId,houseNo,name,latitude,longitude,image,largeImage,managerId,imageTag,commId,commName,discount,address,age,houselandtype,houselandtypeShow,priceFirst,totalPrice,areaBuilding,areaLand,isHasBalcony,pingUsed,layout,floor,totalfloor,isParking,parking,tags,threeMonthsClicks,isOff,isSimilar,shareURL,status,kind,uniPrice,objectType,3DVR,Is3Dvr,zipCode,groupCompany,addLayout,totalLayout,isHasVideo,isHasView,city_name,city_code,page,source_url
,YS192277HB,湖光松影環抱鋼骨莊園,24.78442915676,121.74694043941,['https://img.hbhousing.com.tw/pictures/A213/A213YS192277a.jpg'],https://img.hbhousing.com.tw/pictures/A213/A213YS192277a.jpg,,,,,0.0,宜蘭縣礁溪鄉育龍路,24.4年,['D'],['D'],0,6088,113.73,638.86,1,113.73,4房5廳5衛,1-3,3,False,,[],31,False,False,https://sinyi.in/o/YS192277HB/0/3,0,2,,1,False,False,262,,,4房5廳5衛,False,False,宜蘭縣,Yilan-county,34,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/34
,AS141502HB,宜蘭壯圍便宜農地,24.77945,121.79816,['https://img.hbhousing.com.tw/pictures/B351/B351AS141502a.jpg'],https://img.hbhousing.com.tw/pictures/B351/B351AS141502a.jpg,,,,,0.0,宜蘭縣壯圍鄉永美路二段,--,['I'],['I'],0,1348,0.0,1225.73,0,-1.0,,0,0,False,,[],0,False,False,https://sinyi.in/o/AS141502HB/0/3,0,2,,3,False,False,263,,,,False,False,宜蘭縣,Yilan-county,34,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/34
,OS218275HB,267三星近郊鋼骨農舍大地坪,24.670436,121.638975,['https://img.hbhousing.com.tw/pictures/A424/A424OS218275a.jpg'],https://img.hbhousing.com.tw/pictures/A424/A424OS218275a.jpg,,,,,0.0,宜蘭縣三星鄉人和三路,5.1年,['K'],['K'],0,2588,78.46,956.02,0,78.46,,1,1,False,,[],6,False,False,https://sinyi.in/o/OS218275HB/0/3,0,2,,1,False,False,266,,,,False,False,宜蘭縣,Yilan-county,34,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/34
,WB00942GH,礁溪國五旁大面寬農地,24.774126,121.793342,['https://img.great-home.com.tw/pictures/H181/H181WB00942a.jpg'],https://img.great-home.com.tw/pictures/H181/H181WB00942a.jpg,,,,,0.0,宜蘭縣壯圍鄉永美路二段,--,['I'],['I'],0,6328,0.0,1980.46,0,-1.0,,0,0,False,,[],0,False,False,https://sinyi.in/o/WB00942GH/0/3,0,2,,3,False,False,263,,,,False,False,宜蘭縣,Yilan-county,34,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/34
,WS05982HB,近夜市黃金店面,24.7604258969,121.757607229,['https://img.hbhousing.com.tw/pictures/A536/A536WS05982a.jpg'],https://img.hbhousing.com.tw/pictures/A536/A536WS05982a.jpg,,,,,0.0,宜蘭縣宜蘭市新興路,44.6年,['E'],['E'],0,1520,45.92,15.66,0,45.92,4房2廳4衛,1-4,4,False,,[],5,False,False,https://sinyi.in/o/WS05982HB/0/3,0,2,,1,False,False,260,,,4房2廳4衛,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,WS20314HB,冬山龍泉三面路農地,24.654880076868,121.75311643391,['https://img.hbhousing.com.tw/pictures/A592/A592WS20314a.jpg'],https://img.hbhousing.com.tw/pictures/A592/A592WS20314a.jpg,,,,,0.0,宜蘭縣冬山鄉鹿安,--,['I'],['I'],0,1017,0.0,549.81,0,-1.0,,0,0,False,,[],4,False,False,https://sinyi.in/o/WS20314HB/0/3,0,2,,3,False,False,269,,,,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,WS24247HB,宜市幸福買地送屋A112,24.760821581263,121.75459241271,['https://img.hbhousing.com.tw/pictures/A669/A669WS24247a.jpg'],https://img.hbhousing.com.tw/pictures/A669/A669WS24247a.jpg,,,,,0.0,宜蘭縣宜蘭市XX路,81.3年,['D'],['D'],0,360,8.66,18.14,0,8.66,,1,1,False,,[],84,False,False,https://sinyi.in/o/WS24247HB/0/3,0,2,,1,False,False,260,,,,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,WS26005HB,建地,24.852945,121.828542,['https://img.hbhousing.com.tw/pictures/A708/A708WS26005a.jpg'],https://img.hbhousing.com.tw/pictures/A708/A708WS26005a.jpg,,,,,0.0,宜蘭縣頭城鎮協天路,--,['I'],['I'],0,1534,0.0,161.56,0,-1.0,,0,0,False,,[],9,False,False,https://sinyi.in/o/WS26005HB/0/3,0,2,,3,False,False,261,,,,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,WS40537HB,壯圍交流道旁重疊美寓,24.774138083,121.786096436,['https://img.hbhousing.com.tw/pictures/A536/A536WS40537a.jpg'],https://img.hbhousing.com.tw/pictures/A536/A536WS40537a.jpg,,,,,0.0,宜蘭縣壯圍鄉永美路二段,29.0年,['A'],['A'],0,1580,44.76,43.0,0,35.06,6房1廳3衛,1-2,2,True,['6'],[],3,False,False,https://sinyi.in/o/WS40537HB/0/3,0,2,,1,False,False,263,,,6房1廳3衛,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,WS68899HB,溫泉家2房2衛,24.8232650179,121.769206186,['https://img.hbhousing.com.tw/pictures/A820/A820WS68899a.jpg'],https://img.hbhousing.com.tw/pictures/A820/A820WS68899a.jpg,,,,,0.0,宜蘭縣礁溪鄉和平路,29.1年,['M'],['M'],0,798,27.35,5.96,0,16.74,2房2廳2衛,4,6,False,,[],10,False,False,https://sinyi.in/o/WS68899HB/0/3,0,2,,1,False,False,262,,,2房2廳2衛,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,WS73910HB,礁溪91縣道魚塭農地,24.819318093679,121.79641870865,['https://img.hbhousing.com.tw/pictures/A820/A820WS73910a.jpg'],https://img.hbhousing.com.tw/pictures/A820/A820WS73910a.jpg,,,,,0.0,宜蘭縣礁溪鄉玉龍路二段,--,['I'],['I'],0,6258,0.0,3160.18,0,-1.0,,1,0,False,,[],0,False,False,https://sinyi.in/o/WS73910HB/0/3,0,2,,3,False,False,262,,,,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,XB09431GH,宜蘭市三學區三房車位華廈,24.75116,121.76613,['https://img.great-home.com.tw/pictures/H181/H181XB09431a.jpg'],https://img.great-home.com.tw/pictures/H181/H181XB09431a.jpg,,,,,0.0,宜蘭縣宜蘭市陽明三路,32.2年,['M'],['M'],0,858,37.79,10.27,1,28.69,3房1廳2衛,6,6,True,['6'],[],14,False,False,https://sinyi.in/o/XB09431GH/0/3,0,2,,1,False,False,260,,,3房1廳2衛,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,XS141217HB,大面寬鄉村風農舍D023,24.777898881028,121.78958216192,['https://img.hbhousing.com.tw/pictures/A669/A669XS141217a.jpg'],https://img.hbhousing.com.tw/pictures/A669/A669XS141217a.jpg,,,,,0.0,宜蘭縣壯圍鄉XX路二段,36.6年,['K'],['K'],0,1280,12.78,491.56,0,10.91,,1,1,False,,[],2,False,False,https://sinyi.in/o/XS141217HB/0/3,0,2,,1,False,False,263,,,,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,XS142254HB,御東風美墅B3,24.6993111764,121.743311893,['https://img.hbhousing.com.tw/pictures/A490/A490XS142254a.jpg'],https://img.hbhousing.com.tw/pictures/A490/A490XS142254a.jpg,,,,,0.0,宜蘭縣三星鄉保安一路,0.7年,['D'],['D'],0,1588,49.11,22.78,0,44.58,4房2廳4衛,1-3,3,False,,[],8,False,False,https://sinyi.in/o/XS142254HB/0/3,0,2,,1,False,False,266,,,4房2廳4衛,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,XS142849HB,宜高全新雙併精美店面,24.7515352745,121.739089019,['https://img.hbhousing.com.tw/pictures/A471/A471XS142849a.jpg'],https://img.hbhousing.com.tw/pictures/A471/A471XS142849a.jpg,,,,,0.0,宜蘭縣宜蘭市復興路三段,1.9年,['E'],['E'],0,2980,71.5,33.86,1,71.5,,1-3,0,False,,[],6,False,False,https://sinyi.in/o/XS142849HB/0/3,0,2,,1,False,False,260,,,,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,XS143444HB,員山田園隱居邊間庭院別墅,24.7253781355,121.691337254,['https://img.hbhousing.com.tw/pictures/A490/A490XS143444a.jpg'],https://img.hbhousing.com.tw/pictures/A490/A490XS143444a.jpg,,,,,0.0,宜蘭縣員山鄉內城路,9.5年,['D'],['D'],0,1800,70.82,36.19,0,63.12,5房2廳6衛,1-4,4,False,,[],13,False,False,https://sinyi.in/o/XS143444HB/0/3,0,2,,1,False,False,264,,,5房2廳6衛,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,XS143856HB,宜商高級社區別墅,24.7542223398,121.767849855,['https://img.hbhousing.com.tw/pictures/A471/A471XS143856a.jpg'],https://img.hbhousing.com.tw/pictures/A471/A471XS143856a.jpg,,,,,0.0,宜蘭縣宜蘭市延平路,21.4年,['D'],['D'],0,1780,60.82,31.76,1,55.07,4房2廳3衛,1-3,0,False,,[],32,False,False,https://sinyi.in/o/XS143856HB/0/3,0,2,,1,False,False,260,,,4房2廳3衛,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,XS144682HB,近安農溪雙面路農糧加工室,24.6666954324,121.699051676,['https://img.hbhousing.com.tw/pictures/A490/A490XS144682a.jpg'],https://img.hbhousing.com.tw/pictures/A490/A490XS144682a.jpg,,,,,0.0,宜蘭縣三星鄉三星路二段,1.5年,['K'],['K'],0,738,13.61,137.44,0,13.61,,1,1,False,,[],2,False,False,https://sinyi.in/o/XS144682HB/0/3,0,2,,1,False,False,266,,,,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,XS98346HB,宜市凱旋一段高鐵特區農地,24.752229,121.753373,['https://img.hbhousing.com.tw/pictures/A536/A536XS98346a.jpg'],https://img.hbhousing.com.tw/pictures/A536/A536XS98346a.jpg,,,,,0.0,宜蘭縣宜蘭市--段,--,['I'],['I'],0,4279,0.0,658.45,0,-1.0,,0,0,False,,[],7,False,False,https://sinyi.in/o/XS98346HB/0/3,0,2,,3,False,False,260,,,,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,YS135092HB,頭城精裝電梯透天,24.8652252136,121.830964359,['https://img.hbhousing.com.tw/pictures/A054/A054YS135092a.jpg'],https://img.hbhousing.com.tw/pictures/A054/A054YS135092a.jpg,,,,,0.0,宜蘭縣頭城鎮環鎮東路,12.0年,['D'],['D'],0,2380,94.96,53.28,1,94.96,6房2廳6衛,1-4,4,True,['6'],[],10,False,False,https://sinyi.in/o/YS135092HB/0/3,0,2,,1,False,False,261,,,6房2廳6衛,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,YS188016HB,三星千坪方正農地,24.673023,121.681073,['https://img.hbhousing.com.tw/pictures/A712/A712YS188016a.jpg'],https://img.hbhousing.com.tw/pictures/A712/A712YS188016a.jpg,,,,,0.0,宜蘭縣三星鄉新健富段,--,['I'],['I'],0,2788,0.0,1394.0,0,-1.0,,0,0,False,,[],3,False,False,https://sinyi.in/o/YS188016HB/0/3,0,2,,3,False,False,266,,,,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,GS145962HB,全磊打宜蘭高鐵特區農地(E),24.74119,121.76735,['https://img.hbhousing.com.tw/pictures/D330/D330GS145962a.jpg'],https://img.hbhousing.com.tw/pictures/D330/D330GS145962a.jpg,,,,,0.0,宜蘭縣宜蘭市振興三段,--,['I'],['I'],0,8238,0.0,659.09,0,-1.0,,0,0,False,,[],2,False,False,https://sinyi.in/o/GS145962HB/0/3,0,2,,3,False,False,260,,,,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,GS145968HB,全磊打宜蘭高鐵特區農地(H),24.72315,121.77257,['https://img.hbhousing.com.tw/pictures/D330/D330GS145968a.jpg'],https://img.hbhousing.com.tw/pictures/D330/D330GS145968a.jpg,,,,,0.0,宜蘭縣宜蘭市凱旋一段,--,['I'],['I'],0,13200,0.0,949.19,0,-1.0,,0,0,False,,[],2,False,False,https://sinyi.in/o/GS145968HB/0/3,0,2,,3,False,False,260,,,,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,TB10749GH,自然湧泉養殖用地,24.645846335,121.757165239,['https://img.great-home.com.tw/pictures/H066/H066TB10749a.jpg'],https://img.great-home.com.tw/pictures/H066/H066TB10749a.jpg,,,,,0.0,宜蘭縣冬山鄉丸山二路,--,['I'],['I'],0,5598,0.0,2953.83,0,-1.0,,0,0,False,,[],11,False,False,https://sinyi.in/o/TB10749GH/0/3,0,2,,3,False,False,269,,,,False,False,宜蘭縣,Yilan-county,35,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/35
,WB01039GH,頭城開蘭行旅精緻套房,24.8608405477,121.830993334,['https://img.great-home.com.tw/pictures/H181/H181WB01039a.jpg'],https://img.great-home.com.tw/pictures/H181/H181WB01039a.jpg,,,,,0.0,宜蘭縣頭城鎮環鎮東路二段,10.9年,['C'],['C'],0,338,15.69,3.74,0,8.67,1房1衛,3,8,True,['6'],[],24,False,False,https://sinyi.in/o/WB01039GH/0/3,0,2,,1,False,False,261,,,1房1衛,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,WS06927HB,裸艷高樓精緻山景美湯屋,24.8270474054,121.764986767,['https://img.hbhousing.com.tw/pictures/A490/A490WS06927a.jpg'],https://img.hbhousing.com.tw/pictures/A490/A490WS06927a.jpg,,,,,0.0,宜蘭縣礁溪鄉德陽路,9.7年,['L'],['L'],0,1280,25.19,4.78,0,12.58,2房1廳1衛,11,16,True,['6'],[],10,False,False,https://sinyi.in/o/WS06927HB/0/3,0,2,,1,False,False,262,,,2房1廳1衛,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,WS70077HB,CZ8星美大苑全新2房成家宅,24.6651750162,121.650212316,['https://img.hbhousing.com.tw/pictures/A575/A575WS70077a.jpg'],https://img.hbhousing.com.tw/pictures/A575/A575WS70077a.jpg,,,,,0.0,宜蘭縣三星鄉義德二路,1.0年,['M'],['M'],0,538,19.54,9.22,0,13.2,2房2廳1衛,3,5,False,,[],36,False,False,https://sinyi.in/o/WS70077HB/0/3,0,2,,1,False,False,266,,,2房2廳1衛,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,XB09279GH,宜蘭東門夜市透天 A,24.7587730117,121.759360389,['https://img.great-home.com.tw/pictures/H181/H181XB09279a.jpg'],https://img.great-home.com.tw/pictures/H181/H181XB09279a.jpg,,,,,0.0,宜蘭縣宜蘭市宜興路二段,8.0年,['D'],['D'],0,2988,71.32,23.09,0,66.78,4房2廳5衛,1-3,3,False,,[],3,False,False,https://sinyi.in/o/XB09279GH/0/3,0,2,,1,False,False,260,,,4房2廳5衛,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,XB09373GH,宜蘭東門夜市黃金店面C,24.7588220386,121.759348921,['https://img.great-home.com.tw/pictures/H181/H181XB09373a.jpg'],https://img.great-home.com.tw/pictures/H181/H181XB09373a.jpg,,,,,0.0,宜蘭縣宜蘭市宜興路二段,8.0年,['D'],['D'],0,3988,97.19,30.1,0,90.29,5房2廳7衛,1-4,4,False,,[],4,False,False,https://sinyi.in/o/XB09373GH/0/3,0,2,,1,False,False,260,,,5房2廳7衛,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,XB09545GH,宜蘭員山羽松雙城全新透天A3,24.7136281479,121.716510319,['https://img.great-home.com.tw/pictures/H181/H181XB09545a.jpg'],https://img.great-home.com.tw/pictures/H181/H181XB09545a.jpg,,,,,0.0,宜蘭縣員山鄉深洲路,0.9年,['D'],['D'],0,1170,46.04,20.67,1,46.04,4房2廳5衛,1-3,0,False,,[],0,False,False,https://sinyi.in/o/XB09545GH/0/3,0,2,,1,False,False,264,,,4房2廳5衛,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,XS130376HB,冬山進偉路近財神廟5千坪農林地,24.65314,121.7035,['https://img.hbhousing.com.tw/pictures/A185/A185XS130376a.jpg'],https://img.hbhousing.com.tw/pictures/A185/A185XS130376a.jpg,,,,,0.0,宜蘭縣冬山鄉草漯段,--,['I'],['I'],0,1600,0.0,5013.26,0,-1.0,,0,0,False,,[],5,False,False,https://sinyi.in/o/XS130376HB/0/3,0,2,,3,False,False,269,,,,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,XS134342HB,珍珠煥然一新4房美透天,24.6537189289,121.784042992,['https://img.hbhousing.com.tw/pictures/A490/A490XS134342a.jpg'],https://img.hbhousing.com.tw/pictures/A490/A490XS134342a.jpg,,,,,0.0,宜蘭縣冬山鄉珍珠一路,45.3年,['D'],['D'],0,898,28.53,24.43,0,28.53,4房2廳4衛,1-2,2,False,,[],21,False,False,https://sinyi.in/o/XS134342HB/0/3,0,2,,1,False,False,269,,,4房2廳4衛,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,XS136863HB,近國五老農的大面寬農地,24.625232461188,121.8446089354,['https://img.hbhousing.com.tw/pictures/A369/A369XS136863a.jpg'],https://img.hbhousing.com.tw/pictures/A369/A369XS136863a.jpg,,,,,0.0,宜蘭縣蘇澳鎮存仁段,--,['I'],['I'],0,921,0.0,517.96,0,-1.0,,0,0,False,,[],4,False,False,https://sinyi.in/o/XS136863HB/0/3,0,2,,3,False,False,270,,,,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,XS137101HB,海邊衝浪古厝地｜建地｜民宿林立,24.870720913122,121.8367076122,['https://img.hbhousing.com.tw/pictures/A636/A636XS137101a.jpg'],https://img.hbhousing.com.tw/pictures/A636/A636XS137101a.jpg,,,,,0.0,宜蘭縣頭城鎮烏石港段,--,['I'],['I'],0,2980,0.0,158.64,0,-1.0,,0,0,False,,[],12,False,False,https://sinyi.in/o/XS137101HB/0/3,0,2,,3,False,False,261,,,,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,XS137238HB,進士路大馬路漂亮農地,24.752229,121.753373,['https://img.hbhousing.com.tw/pictures/A536/A536XS137238a.jpg'],https://img.hbhousing.com.tw/pictures/A536/A536XS137238a.jpg,,,,,0.0,宜蘭縣宜蘭市南橋一段,--,['I'],['I'],0,2812,0.0,611.2,0,-1.0,,0,0,False,,[],7,False,False,https://sinyi.in/o/XS137238HB/0/3,0,2,,3,False,False,260,,,,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,XS137831HB,礁溪43米大面寬農地,24.796338,121.753565,['https://img.hbhousing.com.tw/pictures/A471/A471XS137831a.jpg'],https://img.hbhousing.com.tw/pictures/A471/A471XS137831a.jpg,,,,,0.0,宜蘭縣礁溪鄉柴圍路,--,['I'],['I'],0,1578,0.0,788.52,0,-1.0,,1,0,False,,[],1,False,False,https://sinyi.in/o/XS137831HB/0/3,0,2,,3,False,False,262,,,,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,XS140282HB,綠舞綠意盎然五套電梯農舍,24.7036743139,121.815204507,['https://img.hbhousing.com.tw/pictures/A490/A490XS140282a.jpg'],https://img.hbhousing.com.tw/pictures/A490/A490XS140282a.jpg,,,,,0.0,宜蘭縣五結鄉錦草一路,0.3年,['K'],['K'],0,3280,92.09,0.0,0,84.79,5房2廳6衛,1-3,3,False,,[],6,False,False,https://sinyi.in/o/XS140282HB/0/3,0,2,,1,False,False,268,,,5房2廳6衛,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,XS140994HB,五結小而美圓夢農舍,24.7055296,121.8015346,['https://img.hbhousing.com.tw/pictures/A490/A490XS140994a.jpg'],https://img.hbhousing.com.tw/pictures/A490/A490XS140994a.jpg,,,,,0.0,宜蘭縣五結鄉大吉路,0.8年,['K'],['K'],0,1980,40.0,246.72,0,40.0,4房2廳4衛,1-2,2,True,['6'],[],7,False,False,https://sinyi.in/o/XS140994HB/0/3,0,2,,1,False,False,268,,,4房2廳4衛,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,XS142448HB,冬山大面寬農地,24.660617708684,121.78290400703,['https://img.hbhousing.com.tw/pictures/A592/A592XS142448a.jpg'],https://img.hbhousing.com.tw/pictures/A592/A592XS142448a.jpg,,,,,0.0,宜蘭縣冬山鄉八仙段,--,['I'],['I'],0,3835,0.0,1743.24,0,-1.0,,0,0,False,,[],3,False,False,https://sinyi.in/o/XS142448HB/0/3,0,2,,3,False,False,269,,,,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,XS143493HB,三星安農溪旁4房透天,24.6642082859,121.641277466,['https://img.hbhousing.com.tw/pictures/A791/A791XS143493a.jpg'],https://img.hbhousing.com.tw/pictures/A791/A791XS143493a.jpg,,,,,0.0,宜蘭縣三星鄉三星路六段,31.5年,['D'],['D'],0,980,43.2,23.9,1,43.2,4房2廳3衛,1-3,3,False,,[],17,False,False,https://sinyi.in/o/XS143493HB/0/3,0,2,,1,False,False,266,,,4房2廳3衛,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,XS144111HB,礁溪近交流道河岸電梯農舍,24.788201676969,121.77987972779,['https://img.hbhousing.com.tw/pictures/A776/A776XS144111a.jpg'],https://img.hbhousing.com.tw/pictures/A776/A776XS144111a.jpg,,,,,0.0,宜蘭縣礁溪鄉瑪僯路,0.3年,['K'],['K'],0,3080,104.91,445.36,1,104.91,5房2廳6衛,1-3,3,False,,[],4,False,False,https://sinyi.in/o/XS144111HB/0/3,0,2,,1,False,False,262,,,5房2廳6衛,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,XS144371HB,壯圍功勞小坪數農地E095,24.774691748007,121.78442896772,['https://img.hbhousing.com.tw/pictures/A361/A361XS144371a.jpg'],https://img.hbhousing.com.tw/pictures/A361/A361XS144371a.jpg,,,,,0.0,宜蘭縣壯圍鄉XX路三段,--,['I'],['I'],0,723,0.0,402.02,0,-1.0,,0,0,False,,[],0,False,False,https://sinyi.in/o/XS144371HB/0/3,0,2,,3,False,False,263,,,,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,XS144389HB,羅東前站商圈2房華廈,24.6761840512,121.77228328,['https://img.hbhousing.com.tw/pictures/A829/A829XS144389a.jpg'],https://img.hbhousing.com.tw/pictures/A829/A829XS144389a.jpg,,,,,0.0,宜蘭縣羅東鎮和平路,31.7年,['M'],['M'],0,698,22.33,3.21,0,13.55,2房2廳1衛,6,7,False,,[],4,False,False,https://sinyi.in/o/XS144389HB/0/3,0,2,,1,False,False,265,,,2房2廳1衛,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,XS144765HB,礁溪朝陽727農地,24.81174,121.80761,['https://img.hbhousing.com.tw/pictures/A715/A715XS144765a.jpg'],https://img.hbhousing.com.tw/pictures/A715/A715XS144765a.jpg,,,,,0.0,宜蘭縣礁溪鄉朝陽段,--,['I'],['I'],0,909,0.0,727.21,0,-1.0,,0,0,False,,[],0,False,False,https://sinyi.in/o/XS144765HB/0/3,0,2,,3,False,False,262,,,,False,False,宜蘭縣,Yilan-county,36,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/36
,XS89488HB,礁溪低總價便宜小農地,24.808061227779,121.78929631065,['https://img.hbhousing.com.tw/pictures/A636/A636XS89488a.jpg'],https://img.hbhousing.com.tw/pictures/A636/A636XS89488a.jpg,,,,,0.0,宜蘭縣礁溪鄉玉龍路二段,--,['I'],['I'],0,320,0.0,178.17,0,-1.0,,0,0,False,,[],11,False,False,https://sinyi.in/o/XS89488HB/0/3,0,2,,3,False,False,262,,,,False,False,宜蘭縣,Yilan-county,37,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/37
,YS188723HB,礁溪五星級高樓層溫泉宅,24.8306678909,121.775455783,['https://img.hbhousing.com.tw/pictures/A634/A634YS188723a.jpg'],https://img.hbhousing.com.tw/pictures/A634/A634YS188723a.jpg,,,,,0.0,宜蘭縣礁溪鄉健康路,10.7年,['L'],['L'],0,1180,26.74,4.07,1,13.74,1房1廳1衛,14,14,True,['6'],[],17,False,False,https://sinyi.in/o/YS188723HB/0/3,0,2,,1,False,False,262,,,1房1廳1衛,False,False,宜蘭縣,Yilan-county,37,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/37
,WS56518HB,五結鄉五十二甲濕地,24.684655,121.798155,['https://img.hbhousing.com.tw/pictures/A622/A622WS56518a.jpg'],https://img.hbhousing.com.tw/pictures/A622/A622WS56518a.jpg,,,,,0.0,宜蘭縣五結鄉0792新甲段,--,['I'],['I'],0,914,0.0,1523.47,0,-1.0,,0,0,False,,[],2,False,False,https://sinyi.in/o/WS56518HB/0/3,0,2,,3,False,False,268,,,,False,False,宜蘭縣,Yilan-county,37,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/37
,WS58585HB,IZ9專任-宜蘭員山方正農地,24.743432,121.723039,['https://img.hbhousing.com.tw/pictures/A575/A575WS58585a.jpg'],https://img.hbhousing.com.tw/pictures/A575/A575WS58585a.jpg,,,,,0.0,宜蘭縣員山鄉尚好段,--,['I'],['I'],0,1015,0.0,635.11,0,-1.0,,0,0,False,,[],2,False,False,https://sinyi.in/o/WS58585HB/0/3,0,2,,3,False,False,264,,,,False,False,宜蘭縣,Yilan-county,37,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/37
,WS66898HB,親友專任羅運透天稀有釋出,24.6836084992,121.757378747,['https://img.hbhousing.com.tw/pictures/A747/A747WS66898a.jpg'],https://img.hbhousing.com.tw/pictures/A747/A747WS66898a.jpg,,,,,0.0,宜蘭縣羅東鎮四維路,28.5年,['D'],['D'],0,3600,64.29,31.08,1,64.29,4房4廳3衛,1-4,4,False,,[],13,False,False,https://sinyi.in/o/WS66898HB/0/3,0,2,,1,False,False,265,,,4房4廳3衛,False,False,宜蘭縣,Yilan-county,37,https://www.sinyi.com.tw/buy/list/Yilan-county/default-desc/37
